year,congress,state,state num,party,name,wnominate
2001,107,NEW JER,66,100,Holt  Rush,-0.5585
2001,107,NEW JER,66,100,Menendez,-0.4058
2001,107,NEW MEX,66,200,Wilson,0.5934
2001,107,NEW MEX,66,200,Skeen,0.672
2001,107,NEW MEX,66,100,Udall  Tom,-0.7001
2001,107,NEW YOR,13,200,Grucci,0.5806
2001,107,NEW YOR,13,100,Israel,-0.2426
2001,107,NEW YOR,13,200,King,0.6166
2001,107,NEW YOR,13,100,Mccarthy,-0.2609
2001,107,NEW YOR,13,100,Ackerman,-0.4949
2001,107,NEW YOR,13,100,Meeks Greg,-0.5053
2001,107,NEW YOR,13,100,Crowley  Jo,-0.4183
2001,107,NEW YOR,13,100,Nadler,-0.6161
2001,107,NEW YOR,13,100,Weiner  Ant,-0.4998
2001,107,NEW YOR,13,100,Towns,-0.5621
2001,107,NEW YOR,13,100,Owens Majo,-0.7322
2001,107,NEW YOR,13,100,Velazquez,-0.6556
2001,107,NEW YOR,13,200,Fossella,0.6511
2001,107,NEW YOR,13,100,Maloney,-0.4214
2001,107,NEW YOR,13,100,Rangel Cha,-0.5794
2001,107,NEW YOR,13,100,Serrano,-0.516
2001,107,NEW YOR,13,100,Engel,-0.3975
2001,107,NEW YOR,13,100,Lowey,-0.4733
2001,107,NEW YOR,13,200,Kelly,0.545
2001,107,NEW YOR,13,200,Gilman,0.3991
2001,107,NEW YOR,13,100,Mcnulty,-0.5398
2001,107,NEW YOR,13,200,Sweeney  Jo,0.6027
2001,107,NEW YOR,13,200,Boehlert,0.429
2001,107,NEW YOR,13,200,Mchugh Joh,0.558
2001,107,NEW YOR,13,200,Walsh,0.5587
2001,107,NEW YOR,13,100,Hinchey,-0.9345
2001,107,NEW YOR,13,200,Reynolds  T,0.6685
2001,107,NEW YOR,13,100,"Slaughter,",-0.7182
2001,107,NEW YOR,13,100,Lafalce,-0.5012
2001,107,NEW YOR,13,200,Quinn,0.495
2001,107,NEW YOR,13,200,Houghton,0.4678
2001,107,NORTH C,47,100,Clayton,-0.6087
2001,107,NORTH C,47,100,Etheridge,-0.3117
2001,107,NORTH C,47,200,Jones,0.9128
2001,107,NORTH C,47,100,Price Davi,-0.3852
2001,107,NORTH C,47,200,Burr,0.7187
2001,107,NORTH C,47,200,Coble,0.9047
2001,107,NORTH C,47,100,Mcintyre,-0.1369
2001,107,NORTH C,47,200,Hayes  Robi,0.7487
2001,107,NORTH C,47,200,Myrick,0.8298
2001,107,NORTH C,47,200,Ballenger,0.7183
2001,107,NORTH C,47,200,Taylor Cha,0.8204
2001,107,NORTH C,47,100,Watt,-0.6669
2001,107,NORTH D,36,100,Pomeroy,-0.2318
2001,107,OHIO,24,200,Chabot,0.8269
2001,107,OHIO,24,200,Portman,0.7109
2001,107,OHIO,24,100,Hall Tony,-0.2099
2001,107,OHIO,24,200,Oxley,0.7189
2001,107,OHIO,24,200,Gillmor,0.6482
2001,107,OHIO,24,100,Strickland,-0.4695
2001,107,OHIO,24,200,Hobson,0.6601
2001,107,OHIO,24,200,Boehner,0.7248
2001,107,OHIO,24,100,Kaptur,-0.4966
2001,107,OHIO,24,100,Kucinich,-0.8341
2001,107,OHIO,24,100,Jones  Step,-0.7779
2001,107,OHIO,24,200,Tiberi,0.7303
2001,107,OHIO,24,100,Brown Sher,-0.6742
2001,107,OHIO,24,100,Sawyer,-0.5216
2001,107,OHIO,24,200,Pryce,0.6377
2001,107,OHIO,24,200,Regula,0.6325
2001,107,OHIO,24,100,Traficant,0.574
2001,107,OHIO,24,200,Ney,0.6638
2001,107,OHIO,24,200,Latourette,0.5719
2001,107,OKLAHOM,53,200,Largent,0.7949
2001,107,OKLAHOM,53,200,Sullivan,0.8117
2001,107,OKLAHOM,53,100,Carson,-0.1439
2001,107,OKLAHOM,53,200,Watkins,0.7532
2001,107,OKLAHOM,53,200,Watts,0.7428
2001,107,OKLAHOM,53,200,Istook,0.7056
2001,107,OKLAHOM,53,200,Lucas,0.755
2001,107,OREGON,72,100,Wu  David,-0.4208
2001,107,OREGON,72,200,Walden  Gre,0.6742
2001,107,OREGON,72,100,Blumenauer,-0.582
2001,107,OREGON,72,100,Defazio,-0.8734
2001,107,OREGON,72,100,Hooley,-0.337
2001,107,PENNSYL,14,100,Brady Robe,-0.6425
2001,107,PENNSYL,14,100,Fattah,-0.5979
2001,107,PENNSYL,14,100,Borski,-0.4806
2001,107,PENNSYL,14,200,Hart,0.6872
2001,107,PENNSYL,14,200,Peterson,0.6851
2001,107,PENNSYL,14,100,Holden,-0.1061
2001,107,PENNSYL,14,200,Weldon,0.5379
2001,107,PENNSYL,14,200,Greenwood,0.543
2001,107,PENNSYL,14,200,Shuster,0.7316
2001,107,PENNSYL,14,200,Sherwood  D,0.6752
2001,107,PENNSYL,14,100,Kanjorski,-0.2122
2001,107,PENNSYL,14,100,Murtha,-0.13
2001,107,PENNSYL,14,100,Hoeffel  Jo,-0.3942
2001,107,PENNSYL,14,100,Coyne Will,-0.6493
2001,107,PENNSYL,14,200,Toomey  Pat,0.9383
2001,107,PENNSYL,14,200,Pitts,0.8721
2001,107,PENNSYL,14,200,Gekas,0.6501
2001,107,PENNSYL,14,100,Doyle,-0.2827
2001,107,PENNSYL,14,200,Platts,0.5637
2001,107,PENNSYL,14,100,Mascara,-0.2306
2001,107,PENNSYL,14,200,English,0.5847
2001,107,RHODE I,5,100,Kennedy,-0.4298
2001,107,RHODE I,5,100,Langevin,-0.4374
2001,107,SOUTH C,48,200,Brown,0.7062
2001,107,SOUTH C,48,200,Spence,0.8258
2001,107,SOUTH C,48,200,Wilson,0.7789
2001,107,SOUTH C,48,200,Graham,0.6194
2001,107,SOUTH C,48,200,Demint  Jim,0.8651
2001,107,SOUTH C,48,100,Spratt,-0.3186
2001,107,SOUTH C,48,100,Clyburn,-0.4722
2001,107,SOUTH D,37,200,Thune,0.5516
2001,107,TENNESS,54,200,Jenkins,0.7509
2001,107,TENNESS,54,200,Duncan Jr.,0.8797
2001,107,TENNESS,54,200,Wamp,0.6331
2001,107,TENNESS,54,200,Hilleary,0.7501
2001,107,TENNESS,54,100,Clement,-0.1598
2001,107,TENNESS,54,100,Gordon,-0.1138
2001,107,TENNESS,54,200,Bryant,0.7797
2001,107,TENNESS,54,100,Tanner,-0.1268
2001,107,TENNESS,54,100,Ford,-0.3266
2001,107,TEXAS,49,100,Sandlin,-0.2775
2001,107,TEXAS,49,100,Turner,-0.1298
2001,107,TEXAS,49,200,Johnson Sa,0.9274
2001,107,TEXAS,49,100,Hall Ralph,0.2745
2001,107,TEXAS,49,200,Sessions,0.9336
2001,107,TEXAS,49,200,Barton,0.8538
2001,107,TEXAS,49,200,Culberson,0.9439
2001,107,TEXAS,49,200,Brady,0.7894
2001,107,TEXAS,49,100,Lampson,-0.3288
2001,107,TEXAS,49,100,Doggett,-0.6362
2001,107,TEXAS,49,100,Edwards Ch,-0.1831
2001,107,TEXAS,49,200,Granger,0.679
2001,107,TEXAS,49,200,Thornberry,0.7972
2001,107,TEXAS,49,200,Paul,0.7835
2001,107,TEXAS,49,100,Hinojosa,-0.323
2001,107,TEXAS,49,100,Reyes,-0.2992
2001,107,TEXAS,49,100,Stenholm,-0.0056
2001,107,TEXAS,49,100,Jackson-Lee,-0.5692
2001,107,TEXAS,49,200,Combest,0.7812
2001,107,TEXAS,49,100,Gonzalez,-0.4121
2001,107,TEXAS,49,200,Smith Lama,0.7174
2001,107,TEXAS,49,200,Delay,0.8363
2001,107,TEXAS,49,200,Bonilla,0.7671
2001,107,TEXAS,49,100,Frost,-0.3254
2001,107,TEXAS,49,100,Bentsen,-0.28
2001,107,TEXAS,49,200,Armey,0.8192
2001,107,TEXAS,49,100,Ortiz,-0.1854
2001,107,TEXAS,49,100,Rodriguez,-0.4544
2001,107,TEXAS,49,100,Green Gene,-0.3232
2001,107,TEXAS,49,100,Johnson Ed,-0.5813
2001,107,UTAH,67,200,Hansen,0.7752
2001,107,UTAH,67,100,Matheson,-0.1341
2001,107,UTAH,67,200,Cannon,0.8403
2001,107,VERMONT,6,100,Sanders,-0.7303
2001,107,VIRGINI,40,200,Davis,0.7459
2001,107,VIRGINI,40,200,Schrock,0.7384
2001,107,VIRGINI,40,100,Scott,-0.572
2001,107,VIRGINI,40,100,Sisisky,-0.1735
2001,107,VIRGINI,40,200,Forbes,0.7426
2001,107,VIRGINI,40,200,Goode,0.8972
2001,107,VIRGINI,40,200,Goode,1
2001,107,VIRGINI,40,200,Goodlatte,0.8885
2001,107,VIRGINI,40,200,Cantor,0.8596
2001,107,VIRGINI,40,100,Moran,-0.262
2001,107,VIRGINI,40,100,Boucher,-0.2617
2001,107,VIRGINI,40,200,Wolf,0.5904
2001,107,VIRGINI,40,200,Davis,0.5878
2001,107,WASHING,73,100,Inslee  Jay,-0.4753
2001,107,WASHING,73,100,Larsen,-0.3505
2001,107,WASHING,73,100,Baird  Bria,-0.4972
2001,107,WASHING,73,200,Hastings,0.7515
2001,107,WASHING,73,200,Nethercutt,0.7227
2001,107,WASHING,73,100,Dicks,-0.3067
2001,107,WASHING,73,100,Mcdermott,-0.9132
2001,107,WASHING,73,200,Dunn,0.68
2001,107,WASHING,73,100,Smith Adam,-0.2334
2001,107,WEST VI,56,100,Mollohan,-0.1655
2001,107,WEST VI,56,200,Capito,0.5686
2001,107,WEST VI,56,100,Rahall,-0.338
2001,107,WISCONS,25,200,Ryan  Paul,0.7239
2001,107,WISCONS,25,100,Baldwin  Ta,-0.7897
2001,107,WISCONS,25,100,Kind,-0.3155
2001,107,WISCONS,25,100,Kleczka,-0.4606
2001,107,WISCONS,25,100,Barrett Th,-0.5191
2001,107,WISCONS,25,200,Petri,0.6504
2001,107,WISCONS,25,100,Obey,-0.6464
2001,107,WISCONS,25,200,Green  Mark,0.7329
2001,107,WISCONS,25,200,Sensenbrenn,0.9845
2001,107,WYOMING,68,200,Cubin,0.8649
